Gene_name,TAM111,TAM112,diff,abs_diff
TraesCS4D02G032500,21,29,-8,8
TraesCS5A02G143500,5,13,-8,8
TraesCS5A02G403800,14,22,-8,8
TraesCS3D02G301400,3,11,-8,8
TraesCS6B02G316700,64,71,-7,7
TraesCS6D02G268000,31,38,-7,7
TraesCS7A02G130700,8,15,-7,7
TraesCS6A02G108300,15,22,-7,7
TraesCS7B02G094000,44,51,-7,7
TraesCS7B02G440100,3,10,-7,7
TraesCS6B02G205300,4,11,-7,7
TraesCS4D02G053100,3,10,-7,7
TraesCS7B02G175200,11,18,-7,7
TraesCS1A02G312300,0,7,-7,7
TraesCS1B02G211700,3,10,-7,7
TraesCS5D02G084300,6,13,-7,7
TraesCS5D02G440700,2,9,-7,7
TraesCS4A02G404700,1,7,-6,6
TraesCS7A02G214500,9,15,-6,6
TraesCS3D02G361700,0,6,-6,6
TraesCS2B02G228900,12,18,-6,6
TraesCS2D02G305300,1,7,-6,6
TraesCS1A02G426700,1,7,-6,6
TraesCSU02G029700,9,15,-6,6
TraesCS7A02G470300,1,7,-6,6
TraesCS1D02G369500,12,18,-6,6
TraesCS1A02G166100,0,6,-6,6
TraesCS2D02G037400,2,8,-6,6
TraesCS3A02G516900,3,9,-6,6
TraesCS5D02G066100,4,10,-6,6
TraesCS6D02G277500,5,11,-6,6
TraesCSU02G032600,22,28,-6,6
TraesCS3D02G361800,5,11,-6,6
TraesCS3A02G417300,7,12,-5,5
TraesCS3A02G442200,1,6,-5,5
TraesCS5A02G538600,5,10,-5,5
TraesCS7D02G216800,2,7,-5,5
TraesCS4D02G338800,2,7,-5,5
TraesCS2A02G146400,3,8,-5,5
TraesCS1A02G223600,5,10,-5,5
TraesCS4B02G299000,15,20,-5,5
TraesCS5D02G148800,1,6,-5,5
TraesCS3A02G317100,0,5,-5,5
TraesCS2D02G182000,5,10,-5,5
TraesCS5D02G472300,0,5,-5,5
TraesCS3D02G264100,10,15,-5,5
TraesCS3A02G300700,2,7,-5,5
TraesCS1D02G114500,0,5,-5,5
TraesCS2B02G211200,8,13,-5,5
TraesCS3D02G439200,1,6,-5,5
TraesCS4B02G356100,6,11,-5,5
TraesCS5B02G142500,8,13,-5,5
TraesCS7A02G149000,4,9,-5,5
TraesCS7A02G405600,3,8,-5,5
TraesCS1B02G283100,10,15,-5,5
TraesCS2A02G438200,1,6,-5,5
TraesCS7D02G480500,0,5,-5,5
TraesCS1A02G372200,2,6,-4,4
TraesCS3D02G141200,0,4,-4,4
TraesCS4D02G298400,3,7,-4,4
TraesCS2A02G376000,32,36,-4,4
TraesCS6B02G316600,19,23,-4,4
TraesCS6D02G315700,12,16,-4,4
TraesCS7D02G079000,5,9,-4,4
TraesCS7D02G168700,1,5,-4,4
TraesCS1B02G236900,3,7,-4,4
TraesCS3B02G125500,3,7,-4,4
TraesCS7D02G130100,12,16,-4,4
TraesCS2B02G085400,0,4,-4,4
TraesCS7B02G212500,0,4,-4,4
TraesCS3A02G243200,2,6,-4,4
TraesCS4A02G021300,1,5,-4,4
TraesCS3D02G395000,3,7,-4,4
TraesCS2A02G017600,0,4,-4,4
TraesCS4D02G083100,1,5,-4,4
TraesCS5A02G368700,1,5,-4,4
TraesCS5B02G252100,0,4,-4,4
TraesCS1A02G426400,0,4,-4,4
TraesCS1B02G248300,3,7,-4,4
TraesCS2A02G514100,2,6,-4,4
TraesCS3B02G438400,2,6,-4,4
TraesCS4A02G059000,7,11,-4,4
TraesCS4B02G052900,2,6,-4,4
TraesCS4B02G115400,0,4,-4,4
TraesCS4D02G076400,5,9,-4,4
TraesCS5D02G030100,0,4,-4,4
TraesCS2D02G396700,0,4,-4,4
TraesCS3B02G593300,1,5,-4,4
TraesCS4B02G062900,9,13,-4,4
TraesCS5A02G217300,2,6,-4,4
TraesCS5A02G452700,0,4,-4,4
TraesCS5A02G515000,1,5,-4,4
TraesCS5B02G208100,0,4,-4,4
TraesCS6A02G164100,4,8,-4,4
TraesCS7A02G090200,10,14,-4,4
TraesCS7A02G537500,2,6,-4,4
TraesCS7B02G437400,1,5,-4,4
TraesCS1D02G303700,0,4,-4,4
TraesCS2D02G284100,2,6,-4,4
TraesCS5A02G247600,13,17,-4,4
TraesCS2B02G369000,1,5,-4,4
TraesCS2A02G554300,2,5,-3,3
TraesCS5D02G397300,0,3,-3,3
TraesCS3B02G176200,0,3,-3,3
TraesCS3D02G372900,2,5,-3,3
TraesCS6B02G126600,0,3,-3,3
TraesCS6D02G084900,2,5,-3,3
TraesCS7D02G170600,1,4,-3,3
TraesCS2B02G483300,3,6,-3,3
TraesCS3D02G144700,0,3,-3,3
TraesCS4B02G347100,2,5,-3,3
TraesCS1A02G288500,3,6,-3,3
TraesCS5A02G511900,1,4,-3,3
TraesCS6B02G096600,13,16,-3,3
TraesCS6B02G301000,5,8,-3,3
TraesCS4A02G382200,17,20,-3,3
TraesCS6B02G045500,0,3,-3,3
TraesCS2A02G230400,4,7,-3,3
TraesCS2B02G466500,0,3,-3,3
TraesCSU02G069000,2,5,-3,3
TraesCS2A02G201800,17,20,-3,3
TraesCS4D02G175700,2,5,-3,3
TraesCS5A02G143200,7,10,-3,3
TraesCS2A02G323200,2,5,-3,3
TraesCS3D02G314100,0,3,-3,3
TraesCS1D02G429900,1,4,-3,3
TraesCS2B02G351600,1,4,-3,3
TraesCS2D02G226000,3,6,-3,3
TraesCS5D02G032900,0,3,-3,3
TraesCS3D02G007500,1,4,-3,3
TraesCS4A02G475000,0,3,-3,3
TraesCS7A02G069000,1,4,-3,3
TraesCS1B02G227700,0,3,-3,3
TraesCS2A02G368200,0,3,-3,3
TraesCS3D02G219100,2,5,-3,3
TraesCS4A02G480800,0,3,-3,3
TraesCSU02G079200,0,3,-3,3
TraesCS2B02G335200,0,3,-3,3
TraesCS4A02G457600,0,3,-3,3
TraesCS7B02G350000,25,28,-3,3
TraesCSU02G016000,1,4,-3,3
TraesCS1A02G158600,0,3,-3,3
TraesCS1D02G246700,0,3,-3,3
TraesCS7B02G143200,0,3,-3,3
TraesCS1A02G173300,0,3,-3,3
TraesCS2B02G446100,0,3,-3,3
TraesCS2D02G525900,1,4,-3,3
TraesCS3B02G300300,2,5,-3,3
TraesCS3B02G386600,2,5,-3,3
TraesCS3B02G568400,1,4,-3,3
TraesCS3D02G251900,1,4,-3,3
TraesCS4B02G172200,0,3,-3,3
TraesCS5A02G025400,1,4,-3,3
TraesCS1A02G145800,0,3,-3,3
TraesCS2A02G112400,0,3,-3,3
TraesCS2A02G157400,0,3,-3,3
TraesCS2A02G291000,2,5,-3,3
TraesCS2A02G390800,1,4,-3,3
TraesCS2A02G481400,3,6,-3,3
TraesCS2A02G542600,1,4,-3,3
TraesCS2B02G102900,0,3,-3,3
TraesCS2B02G103600,0,3,-3,3
TraesCS2B02G182900,0,3,-3,3
TraesCS2B02G348800,6,9,-3,3
TraesCS3A02G069200,1,4,-3,3
TraesCS3A02G218000,1,4,-3,3
TraesCS3B02G039600,0,3,-3,3
TraesCS3B02G314000,2,5,-3,3
TraesCS3D02G226000,2,5,-3,3
TraesCS4B02G142200,4,7,-3,3
TraesCS4D02G173700,7,10,-3,3
TraesCS5A02G521500,2,5,-3,3
TraesCS5D02G038800,1,4,-3,3
TraesCS5D02G336300,0,3,-3,3
TraesCS7A02G276300,1,4,-3,3
TraesCS7B02G349800,2,5,-3,3
TraesCS7D02G078700,1,4,-3,3
TraesCS7D02G150500,5,8,-3,3
TraesCS5D02G242300,12,15,-3,3
TraesCS6B02G261700,0,3,-3,3
TraesCS3D02G260300,4,7,-3,3
TraesCS5A02G104200,1,4,-3,3
TraesCS2B02G589800,1,3,-2,2
TraesCS4D02G299700,1,3,-2,2
TraesCS1D02G059200,3,5,-2,2
TraesCS2B02G436100,0,2,-2,2
TraesCS4D02G182100,3,5,-2,2
TraesCS5A02G311100,1,3,-2,2
TraesCS6A02G097700,1,3,-2,2
TraesCS6D02G085000,2,4,-2,2
TraesCSU02G183700,3,5,-2,2
TraesCS3B02G476000,2,4,-2,2
TraesCS7A02G311800,1,3,-2,2
TraesCS5A02G031900,1,3,-2,2
TraesCS5B02G426200,2,4,-2,2
TraesCS7D02G484400,0,2,-2,2
TraesCS3B02G608800,0,2,-2,2
TraesCS1B02G234800,2,4,-2,2
TraesCS1A02G414400,0,2,-2,2
TraesCS6A02G287300,15,17,-2,2
TraesCS6A02G311700,1,3,-2,2
TraesCS3B02G504100,0,2,-2,2
TraesCS3D02G180400,0,2,-2,2
TraesCS7D02G201700,0,2,-2,2
TraesCS4B02G124000,1,3,-2,2
TraesCS2B02G322200,1,3,-2,2
TraesCS5D02G253100,9,11,-2,2
TraesCS4B02G245800,0,2,-2,2
TraesCS5A02G391700,0,2,-2,2
TraesCS5D02G401500,0,2,-2,2
TraesCS7A02G122000,0,2,-2,2
TraesCS1B02G063100,0,2,-2,2
TraesCS6B02G043800,0,2,-2,2
TraesCS1B02G097500,0,2,-2,2
TraesCS2B02G466400,0,2,-2,2
TraesCS2D02G444200,0,2,-2,2
TraesCS3B02G612200,1,3,-2,2
TraesCS5A02G083100,6,8,-2,2
TraesCS5A02G111300,2,4,-2,2
TraesCS2A02G326600,4,6,-2,2
TraesCS3D02G497300,4,6,-2,2
TraesCS4B02G297100,1,3,-2,2
TraesCS4D02G296000,12,14,-2,2
TraesCS5A02G212800,0,2,-2,2
TraesCS1A02G358400,0,2,-2,2
TraesCS1A02G401800,1,3,-2,2
TraesCS1D02G072900,0,2,-2,2
TraesCS2A02G094800,0,2,-2,2
TraesCS6B02G152200,0,2,-2,2
TraesCS1A02G324000,0,2,-2,2
TraesCS3B02G378900,4,6,-2,2
TraesCS5A02G192700,0,2,-2,2
TraesCS1D02G083700,0,2,-2,2
TraesCS1D02G393500,0,2,-2,2
TraesCS2A02G313500,0,2,-2,2
TraesCS2B02G506400,1,3,-2,2
TraesCS2D02G191000,0,2,-2,2
TraesCS3A02G305600,0,2,-2,2
TraesCS3D02G373600,0,2,-2,2
TraesCS4B02G070300,1,3,-2,2
TraesCS4B02G076500,1,3,-2,2
TraesCS4D02G223900,2,4,-2,2
TraesCS5A02G307200,1,3,-2,2
TraesCS5B02G261100,2,4,-2,2
TraesCS5B02G315700,0,2,-2,2
TraesCS6D02G084500,0,2,-2,2
TraesCS7A02G365200,1,3,-2,2
TraesCS1D02G012200,2,4,-2,2
TraesCS2A02G365800,0,2,-2,2
TraesCS2B02G085200,1,3,-2,2
TraesCS2D02G162500,2,4,-2,2
TraesCS3B02G001600,0,2,-2,2
TraesCS5D02G163400,1,3,-2,2
TraesCS3B02G136400,0,2,-2,2
TraesCS4D02G255800,1,3,-2,2
TraesCS5D02G312000,0,2,-2,2
TraesCS1A02G284900,1,3,-2,2
TraesCS2B02G538600,4,6,-2,2
TraesCS5D02G321800,2,4,-2,2
TraesCS1D02G087200,0,2,-2,2
TraesCS4B02G138900,0,2,-2,2
TraesCS5B02G330500,0,2,-2,2
TraesCS5D02G403600,3,5,-2,2
TraesCS7D02G409600,1,3,-2,2
TraesCS3A02G489100,1,3,-2,2
TraesCS5A02G225000,0,2,-2,2
TraesCS1A02G441800,1,3,-2,2
TraesCS3B02G425900,0,2,-2,2
TraesCS3B02G430000,1,3,-2,2
TraesCS5A02G122300,0,2,-2,2
TraesCS5B02G201200,0,2,-2,2
TraesCS5D02G415900,0,2,-2,2
TraesCS5D02G515300,0,2,-2,2
TraesCS6B02G251200,1,3,-2,2
TraesCS6B02G450000,1,3,-2,2
TraesCS6D02G389400,0,2,-2,2
TraesCS7A02G009600,1,3,-2,2
TraesCS1B02G121700,0,2,-2,2
TraesCS2A02G365600,0,2,-2,2
TraesCS3A02G371000,0,2,-2,2
TraesCS3B02G335400,1,3,-2,2
TraesCS4D02G113100,1,3,-2,2
TraesCS6B02G173300,0,2,-2,2
TraesCS6D02G207800,0,2,-2,2
TraesCS7A02G493400,1,3,-2,2
TraesCS1D02G147800,1,3,-2,2
TraesCS2B02G013000,9,11,-2,2
TraesCS2B02G535500,3,5,-2,2
TraesCS2D02G002600,0,2,-2,2
TraesCS2D02G468200,1,3,-2,2
TraesCS3A02G056400,0,2,-2,2
TraesCS3A02G392800,2,4,-2,2
TraesCS3D02G423100,2,4,-2,2
TraesCS3D02G481400,4,6,-2,2
TraesCS4A02G262600,1,3,-2,2
TraesCS4B02G171600,1,3,-2,2
TraesCS4B02G242200,0,2,-2,2
TraesCS4B02G244100,1,3,-2,2
TraesCS4B02G280700,1,3,-2,2
TraesCS4B02G295100,3,5,-2,2
TraesCS4D02G316600,1,3,-2,2
TraesCS5B02G116100,1,3,-2,2
TraesCS5B02G560800,0,2,-2,2
TraesCS5D02G007100,0,2,-2,2
TraesCS5D02G172900,2,4,-2,2
TraesCS5D02G211700,0,2,-2,2
TraesCS6B02G265800,1,3,-2,2
TraesCS7A02G060700,3,5,-2,2
TraesCS7A02G320000,2,4,-2,2
TraesCS7A02G338900,1,3,-2,2
TraesCS7D02G137200,2,4,-2,2
TraesCS7D02G276700,0,2,-2,2
TraesCS7D02G378300,0,2,-2,2
TraesCS7D02G529400,3,5,-2,2
TraesCS1B02G164800,0,2,-2,2
TraesCS3A02G434300,0,2,-2,2
TraesCS3B02G469600,0,2,-2,2
TraesCS4A02G279500,2,4,-2,2
TraesCS5A02G538700,1,3,-2,2
TraesCS5D02G216200,0,2,-2,2
TraesCS3A02G309100,0,2,-2,2
TraesCS3D02G083000,5,7,-2,2
TraesCS4D02G302500,1,3,-2,2
TraesCS5B02G368500,0,2,-2,2
TraesCS6D02G371600,1,3,-2,2
TraesCS2A02G159800,0,1,-1,1
TraesCS2A02G283200,1,2,-1,1
TraesCS2B02G482400,0,1,-1,1
TraesCS3D02G285300,0,1,-1,1
TraesCS4A02G233900,0,1,-1,1
TraesCS4B02G249100,0,1,-1,1
TraesCS4D02G249400,0,1,-1,1
TraesCS5D02G134700,0,1,-1,1
TraesCS5D02G411500,0,1,-1,1
TraesCS6D02G240600,0,1,-1,1
TraesCS7A02G031000,0,1,-1,1
TraesCS7A02G329600,0,1,-1,1
TraesCS7B02G230100,0,1,-1,1
TraesCS7D02G181300,0,1,-1,1
TraesCS7D02G326300,0,1,-1,1
TraesCS1A02G231200,0,1,-1,1
TraesCS1D02G242800,1,2,-1,1
TraesCS2A02G415100,0,1,-1,1
TraesCS2A02G415300,0,1,-1,1
TraesCS2A02G514300,0,1,-1,1
TraesCS2B02G304800,0,1,-1,1
TraesCS2B02G542400,0,1,-1,1
TraesCS2D02G412400,0,1,-1,1
TraesCS3D02G157100,2,3,-1,1
TraesCS3D02G260100,0,1,-1,1
TraesCS4A02G088400,0,1,-1,1
TraesCS4A02G123800,1,2,-1,1
TraesCS4D02G298600,0,1,-1,1
TraesCS4D02G322600,0,1,-1,1
TraesCS5A02G215900,0,1,-1,1
TraesCS5D02G150500,0,1,-1,1
TraesCS5D02G486600,0,1,-1,1
TraesCS6A02G131200,0,1,-1,1
TraesCS6A02G171900,0,1,-1,1
TraesCS6A02G181400,0,1,-1,1
TraesCS6A02G301900,0,1,-1,1
TraesCS6B02G159600,0,1,-1,1
TraesCS6B02G331000,0,1,-1,1
TraesCS6B02G375400,0,1,-1,1
TraesCS6D02G084200,1,2,-1,1
TraesCS6D02G121100,0,1,-1,1
TraesCS7D02G372700,0,1,-1,1
TraesCS1B02G424700,0,1,-1,1
TraesCS2A02G309300,0,1,-1,1
TraesCS2A02G567300,0,1,-1,1
TraesCS2B02G397300,0,1,-1,1
TraesCS3B02G273400,0,1,-1,1
TraesCS6D02G127600,0,1,-1,1
TraesCS7A02G461700,0,1,-1,1
TraesCS3B02G106900,1,2,-1,1
TraesCS2A02G448500,0,1,-1,1
TraesCS3A02G204800,0,1,-1,1
TraesCS3B02G236900,0,1,-1,1
TraesCS4B02G056600,0,1,-1,1
TraesCS5D02G237300,1,2,-1,1
TraesCS5D02G313500,0,1,-1,1
TraesCS6A02G358400,2,3,-1,1
TraesCS6B02G295900,0,1,-1,1
TraesCS7B02G211600,0,1,-1,1
TraesCS1A02G332600,0,1,-1,1
TraesCS1D02G335300,0,1,-1,1
TraesCS2D02G252100,1,2,-1,1
TraesCS5A02G309300,0,1,-1,1
TraesCS5B02G032000,1,2,-1,1
TraesCS5B02G310000,0,1,-1,1
TraesCS5D02G432500,4,5,-1,1
TraesCS6A02G412800,0,1,-1,1
TraesCS6B02G462100,1,2,-1,1
TraesCS6D02G397000,1,2,-1,1
TraesCS7D02G187600,2,3,-1,1
TraesCS4A02G268500,0,1,-1,1
TraesCS6B02G323400,0,1,-1,1
TraesCS6D02G274100,0,1,-1,1
TraesCS7B02G400600,0,1,-1,1
TraesCS1D02G274700,1,2,-1,1
TraesCS2A02G591000,0,1,-1,1
TraesCS2B02G592900,0,1,-1,1
TraesCS3A02G271700,0,1,-1,1
TraesCS3A02G377000,0,1,-1,1
TraesCS1A02G340900,0,1,-1,1
TraesCS1B02G353700,0,1,-1,1
TraesCS1D02G223200,2,3,-1,1
TraesCS1D02G343000,0,1,-1,1
TraesCS3B02G603900,0,1,-1,1
TraesCS4A02G409600,1,2,-1,1
TraesCS4D02G095700,0,1,-1,1
TraesCS5A02G022100,0,1,-1,1
TraesCS5B02G018600,0,1,-1,1
TraesCS1B02G203800,0,1,-1,1
TraesCS2B02G403100,2,3,-1,1
TraesCS5B02G025100,0,1,-1,1
TraesCS1B02G425600,0,1,-1,1
TraesCS1B02G444400,0,1,-1,1
TraesCS1D02G405300,0,1,-1,1
TraesCS1D02G421700,0,1,-1,1
TraesCS2A02G039200,0,1,-1,1
TraesCS2A02G307700,0,1,-1,1
TraesCS2B02G051800,0,1,-1,1
TraesCS2B02G515600,0,1,-1,1
TraesCS3A02G179200,0,1,-1,1
TraesCS3B02G201900,0,1,-1,1
TraesCS3D02G181900,0,1,-1,1
TraesCS5A02G143400,0,1,-1,1
TraesCS5D02G119200,0,1,-1,1
TraesCS5D02G275300,0,1,-1,1
TraesCS6A02G340600,0,1,-1,1
TraesCS6B02G372100,0,1,-1,1
TraesCS6D02G321200,0,1,-1,1
TraesCS7A02G298900,0,1,-1,1
TraesCS7D02G294600,0,1,-1,1
TraesCS5B02G521100,0,1,-1,1
TraesCS1A02G411700,0,1,-1,1
TraesCS2D02G180700,0,1,-1,1
TraesCS4A02G306400,0,1,-1,1
TraesCS4B02G008300,1,2,-1,1
TraesCS7D02G338500,0,1,-1,1
TraesCS1D02G262400,0,1,-1,1
TraesCS6B02G093900,0,1,-1,1
TraesCS6D02G067500,0,1,-1,1
TraesCS6B02G341900,0,1,-1,1
TraesCS6D02G291000,0,1,-1,1
TraesCS2D02G099400,0,1,-1,1
TraesCS5D02G273600,0,1,-1,1
TraesCS1B02G022900,0,1,-1,1
TraesCS4A02G206100,2,3,-1,1
TraesCS4B02G109700,2,3,-1,1
TraesCS6B02G449300,0,1,-1,1
TraesCS6D02G388400,0,1,-1,1
TraesCS7A02G258700,0,1,-1,1
TraesCS2A02G264800,0,1,-1,1
TraesCS5B02G075300,0,1,-1,1
TraesCS5D02G081000,0,1,-1,1
TraesCS2B02G176900,0,1,-1,1
TraesCS3A02G165200,0,1,-1,1
TraesCS3D02G176400,0,1,-1,1
TraesCS5A02G234500,0,1,-1,1
TraesCS5B02G233000,0,1,-1,1
TraesCS5D02G241400,0,1,-1,1
TraesCS6A02G326000,0,1,-1,1
TraesCS6D02G305700,0,1,-1,1
TraesCS7B02G105700,0,1,-1,1
TraesCS1D02G421200,1,2,-1,1
TraesCS2A02G192600,1,2,-1,1
TraesCS2A02G200700,1,2,-1,1
TraesCS3A02G408000,0,1,-1,1
TraesCS3B02G392600,1,2,-1,1
TraesCS4D02G054000,0,1,-1,1
TraesCS4D02G122000,0,1,-1,1
TraesCS4D02G136400,0,1,-1,1
TraesCS5A02G535000,0,1,-1,1
TraesCS5D02G148000,0,1,-1,1
TraesCS5D02G152700,0,1,-1,1
TraesCS5D02G332000,0,1,-1,1
TraesCS5D02G422300,0,1,-1,1
TraesCS2A02G435100,0,1,-1,1
TraesCS2D02G246600,0,1,-1,1
TraesCS4A02G255000,1,2,-1,1
TraesCS4B02G060000,0,1,-1,1
TraesCS7B02G070200,0,1,-1,1
TraesCS3D02G141500,0,1,-1,1
TraesCS3D02G224100,0,1,-1,1
TraesCS5A02G142700,0,1,-1,1
TraesCS5B02G141400,0,1,-1,1
TraesCS1D02G197300,0,1,-1,1
TraesCS2B02G497500,0,1,-1,1
TraesCS5B02G315100,0,1,-1,1
TraesCS6D02G304300,2,3,-1,1
TraesCS5D02G445100,0,1,-1,1
TraesCS5A02G237600,1,2,-1,1
TraesCS5B02G556200,0,1,-1,1
