Gene_name,TAM111,TAM112,diff,abs_diff
TraesCS2D02G556000,9,3,6,6
TraesCS4D02G025600,15,9,6,6
TraesCS5A02G040300,9,3,6,6
TraesCS6A02G119000,7,1,6,6
TraesCS6A02G180100,8,2,6,6
TraesCS6B02G410400,85,79,6,6
TraesCS6B02G467400,10,4,6,6
TraesCS6B02G467500,7,1,6,6
TraesCS6D02G138200,66,60,6,6
TraesCS7A02G459900,48,42,6,6
TraesCS3D02G412800,13,8,5,5
TraesCS6A02G114100,6,1,5,5
TraesCS7B02G121800,13,8,5,5
TraesCS2A02G172500,9,4,5,5
TraesCS1D02G225200,10,5,5,5
TraesCS2B02G252000,8,3,5,5
TraesCS2D02G336300,8,3,5,5
TraesCS1D02G351600,8,3,5,5
TraesCS1B02G351600,7,2,5,5
TraesCS1D02G351000,6,1,5,5
TraesCS2A02G348600,6,1,5,5
TraesCS3B02G031300,15,10,5,5
TraesCS3B02G431200,6,1,5,5
TraesCS3D02G102800,11,6,5,5
TraesCS4A02G460900,40,35,5,5
TraesCS4D02G281100,6,1,5,5
TraesCS5A02G283100,66,61,5,5
TraesCS5B02G434200,6,1,5,5
TraesCS5B02G564900,7,2,5,5
TraesCS5D02G056100,50,45,5,5
TraesCS5D02G178800,6,1,5,5
TraesCS5D02G290600,46,41,5,5
TraesCS6A02G011800,6,1,5,5
TraesCS6A02G046800,7,2,5,5
TraesCS6A02G295900,9,4,5,5
TraesCS7A02G299300,5,0,5,5
TraesCS7B02G244700,6,1,5,5
TraesCS7B02G440500,9,4,5,5
TraesCS7D02G177200,10,5,5,5
TraesCS7D02G535500,9,4,5,5
TraesCS4B02G290400,7,3,4,4
TraesCS1A02G096800,4,0,4,4
TraesCS1A02G275800,19,15,4,4
TraesCS7B02G036500,11,7,4,4
TraesCS5A02G245900,27,23,4,4
TraesCS1A02G348600,5,1,4,4
TraesCS1A02G339100,14,10,4,4
TraesCS1A02G435200,5,1,4,4
TraesCS1D02G063600,30,26,4,4
TraesCS1D02G341100,5,1,4,4
TraesCS2B02G344500,7,3,4,4
TraesCS3A02G006000,29,25,4,4
TraesCS3B02G031000,12,8,4,4
TraesCS3D02G075300,5,1,4,4
TraesCS4A02G016400,6,2,4,4
TraesCS4A02G039400,5,1,4,4
TraesCS4A02G431200,47,43,4,4
TraesCS4B02G358400,6,2,4,4
TraesCS4B02G381900,7,3,4,4
TraesCS4D02G008700,8,4,4,4
TraesCS5A02G423100,5,1,4,4
TraesCS5B02G453300,6,2,4,4
TraesCS5D02G198400,16,12,4,4
TraesCS5D02G521000,6,2,4,4
TraesCS6A02G148800,10,6,4,4
TraesCS6D02G014700,6,2,4,4
TraesCS6D02G308100,5,1,4,4
TraesCS7A02G135000,5,1,4,4
TraesCS7A02G361800,17,13,4,4
TraesCS7A02G549300,6,2,4,4
TraesCS7B02G083100,10,6,4,4
TraesCS7B02G431200,7,3,4,4
TraesCS7D02G433600,14,10,4,4
TraesCS2D02G461700,5,2,3,3
TraesCS1A02G087700,3,0,3,3
TraesCS7A02G130700,8,5,3,3
TraesCS2A02G326600,4,1,3,3
TraesCS3A02G077900,10,7,3,3
TraesCS5A02G156700,3,0,3,3
TraesCS1B02G134800,5,2,3,3
TraesCS1B02G271400,42,39,3,3
TraesCS2A02G091100,6,3,3,3
TraesCS2B02G005200,14,11,3,3
TraesCS2B02G388600,5,2,3,3
TraesCS2D02G091900,5,2,3,3
TraesCS2D02G322400,25,22,3,3
TraesCS3A02G539500,22,19,3,3
TraesCS3B02G030900,4,1,3,3
TraesCS4A02G139000,5,2,3,3
TraesCS4A02G344200,8,5,3,3
TraesCS4B02G011000,5,2,3,3
TraesCS4B02G183800,7,4,3,3
TraesCS4B02G234100,3,0,3,3
TraesCS4D02G009400,6,3,3,3
TraesCS4D02G009800,5,2,3,3
TraesCS5A02G014000,5,2,3,3
TraesCS5B02G425000,4,1,3,3
TraesCS6A02G006600,3,0,3,3
TraesCS6A02G007700,3,0,3,3
TraesCS6A02G123000,4,1,3,3
TraesCS6A02G180400,9,6,3,3
TraesCS6A02G383800,3,0,3,3
TraesCS6B02G360000,4,1,3,3
TraesCS7A02G518600,3,0,3,3
TraesCS7B02G387400,6,3,3,3
TraesCS7D02G215400,31,28,3,3
TraesCS7A02G062700,2,0,2,2
TraesCS7A02G399500,4,2,2,2
TraesCS2B02G127800,2,0,2,2
TraesCS2B02G434100,6,4,2,2
TraesCS3A02G259900,2,0,2,2
TraesCS3D02G434700,2,0,2,2
TraesCS6A02G085800,2,0,2,2
TraesCS5B02G502600,2,0,2,2
TraesCS1B02G297900,2,0,2,2
TraesCS2D02G179600,6,4,2,2
TraesCS2D02G295300,2,0,2,2
TraesCS5D02G393200,3,1,2,2
TraesCS4B02G346700,2,0,2,2
TraesCS7D02G540700,2,0,2,2
TraesCS1A02G223600,3,1,2,2
TraesCS1B02G122500,2,0,2,2
TraesCS6D02G245900,2,0,2,2
TraesCS2A02G325900,4,2,2,2
TraesCS2D02G100700,3,1,2,2
TraesCS5A02G049100,2,0,2,2
TraesCS5A02G468300,2,0,2,2
TraesCS5B02G054200,5,3,2,2
TraesCS7D02G196300,21,19,2,2
TraesCS7B02G314400,3,1,2,2
TraesCS2D02G122900,3,1,2,2
TraesCS5A02G381000,3,1,2,2
TraesCS7A02G343000,2,0,2,2
TraesCS7D02G336400,2,0,2,2
TraesCS1A02G053800,2,0,2,2
TraesCS1A02G114900,3,1,2,2
TraesCS1A02G375800,2,0,2,2
TraesCS1B02G119300,3,1,2,2
TraesCS1B02G310200,7,5,2,2
TraesCS1D02G019900,3,1,2,2
TraesCS1D02G057000,4,2,2,2
TraesCS1D02G370800,2,0,2,2
TraesCS1D02G393900,3,1,2,2
TraesCS1D02G411400,3,1,2,2
TraesCS2A02G100900,2,0,2,2
TraesCS2A02G278400,2,0,2,2
TraesCS2A02G291400,3,1,2,2
TraesCS2A02G388600,12,10,2,2
TraesCS2A02G403200,3,1,2,2
TraesCS2A02G419200,2,0,2,2
TraesCS2B02G117100,2,0,2,2
TraesCS2B02G508900,3,1,2,2
TraesCS2D02G099600,2,0,2,2
TraesCS2D02G178800,2,0,2,2
TraesCS2D02G375000,2,0,2,2
TraesCS3A02G092600,3,1,2,2
TraesCS3A02G225200,3,1,2,2
TraesCS3A02G507200,3,1,2,2
TraesCS3B02G071000,7,5,2,2
TraesCS3B02G323300,2,0,2,2
TraesCS3B02G449000,2,0,2,2
TraesCS3B02G476300,15,13,2,2
TraesCS3B02G569500,25,23,2,2
TraesCS3D02G004900,8,6,2,2
TraesCS3D02G045900,4,2,2,2
TraesCS3D02G140000,2,0,2,2
TraesCS4A02G001000,2,0,2,2
TraesCS4A02G254300,4,2,2,2
TraesCS4B02G006500,6,4,2,2
TraesCS4B02G060200,4,2,2,2
TraesCS4D02G246100,5,3,2,2
TraesCS4D02G266000,3,1,2,2
TraesCS5A02G023100,2,0,2,2
TraesCS5A02G203500,2,0,2,2
TraesCS5A02G246000,4,2,2,2
TraesCS5B02G271200,4,2,2,2
TraesCS5D02G051700,3,1,2,2
TraesCS5D02G085500,3,1,2,2
TraesCS5D02G484500,2,0,2,2
TraesCS6A02G177100,2,0,2,2
TraesCS6A02G324900,3,1,2,2
TraesCS6B02G036100,3,1,2,2
TraesCS6B02G064600,3,1,2,2
TraesCS6B02G092300,3,1,2,2
TraesCS6B02G114500,3,1,2,2
TraesCS6B02G147000,3,1,2,2
TraesCS6D02G066100,3,1,2,2
TraesCS6D02G236400,2,0,2,2
TraesCS7A02G310200,2,0,2,2
TraesCS7B02G170600,2,0,2,2
TraesCS7B02G308200,5,3,2,2
TraesCS7D02G072200,8,6,2,2
TraesCS7D02G189800,13,11,2,2
TraesCS7D02G211500,3,1,2,2
TraesCS7D02G359600,4,2,2,2
TraesCS7D02G508500,5,3,2,2
TraesCS7D02G522100,5,3,2,2
TraesCSU02G110200,3,1,2,2
TraesCS1D02G078100,1,0,1,1
TraesCS1D02G302100,1,0,1,1
TraesCS2A02G144100,1,0,1,1
TraesCS2B02G168900,1,0,1,1
TraesCS3D02G504400,1,0,1,1
TraesCS4A02G053000,1,0,1,1
TraesCS4A02G214700,1,0,1,1
TraesCS4B02G101400,1,0,1,1
TraesCS4B02G251500,1,0,1,1
TraesCS4D02G098100,1,0,1,1
TraesCS4D02G251500,1,0,1,1
TraesCS5B02G073800,2,1,1,1
TraesCS5B02G095900,1,0,1,1
TraesCS5B02G510500,1,0,1,1
TraesCS5D02G372900,1,0,1,1
TraesCS5D02G496300,1,0,1,1
TraesCS5D02G515100,1,0,1,1
TraesCS6A02G213000,1,0,1,1
TraesCS6B02G440000,1,0,1,1
TraesCS6D02G384000,2,1,1,1
TraesCS1A02G272300,2,1,1,1
TraesCS1A02G314300,1,0,1,1
TraesCS1B02G282300,2,1,1,1
TraesCS1B02G326600,1,0,1,1
TraesCS1D02G314800,1,0,1,1
TraesCS1D02G418900,1,0,1,1
TraesCS2A02G417300,1,0,1,1
TraesCS2A02G503100,1,0,1,1
TraesCS2B02G572500,4,3,1,1
TraesCS2D02G414600,1,0,1,1
TraesCS3B02G293000,1,0,1,1
TraesCS3B02G412500,4,3,1,1
TraesCS4B02G299700,1,0,1,1
TraesCS4D02G002400,1,0,1,1
TraesCS5A02G141700,1,0,1,1
TraesCS5B02G344200,1,0,1,1
TraesCS6A02G306300,1,0,1,1
TraesCS6B02G334700,1,0,1,1
TraesCS6D02G285400,1,0,1,1
TraesCS7A02G128800,1,0,1,1
TraesCS7A02G158000,1,0,1,1
TraesCS7D02G158500,1,0,1,1
TraesCS1B02G173700,1,0,1,1
TraesCS2B02G519200,1,0,1,1
TraesCS2D02G491200,2,1,1,1
TraesCS2D02G548900,2,1,1,1
TraesCS3A02G292400,1,0,1,1
TraesCS3A02G442000,1,0,1,1
TraesCS3A02G449300,1,0,1,1
TraesCS3B02G190100,1,0,1,1
TraesCS3B02G475800,1,0,1,1
TraesCS3D02G292100,1,0,1,1
TraesCS6A02G113000,1,0,1,1
TraesCS7B02G138900,1,0,1,1
TraesCS7B02G363100,1,0,1,1
TraesCS2D02G245500,1,0,1,1
TraesCS6B02G218500,1,0,1,1
TraesCS6B02G308000,1,0,1,1
TraesCS2D02G270100,1,0,1,1
TraesCS4B02G230700,1,0,1,1
TraesCS4D02G231900,1,0,1,1
TraesCS4D02G006100,1,0,1,1
TraesCS7A02G354800,3,2,1,1
TraesCS1B02G100400,1,0,1,1
TraesCS1A02G083000,1,0,1,1
TraesCS1A02G193200,1,0,1,1
TraesCS1B02G113100,1,0,1,1
TraesCS1B02G208000,1,0,1,1
TraesCS1D02G196900,1,0,1,1
TraesCS4A02G060200,1,0,1,1
TraesCS5B02G264300,1,0,1,1
TraesCS5D02G272800,1,0,1,1
TraesCS6A02G288100,1,0,1,1
TraesCS6D02G357700,1,0,1,1
TraesCS7A02G245800,1,0,1,1
TraesCS7A02G340300,1,0,1,1
TraesCS7A02G543300,1,0,1,1
TraesCS7B02G251900,1,0,1,1
TraesCS7D02G308300,1,0,1,1
TraesCS7D02G347900,1,0,1,1
TraesCS3B02G470700,1,0,1,1
TraesCS5B02G032000,2,1,1,1
TraesCS5B02G516200,1,0,1,1
TraesCS7A02G218600,1,0,1,1
TraesCS7D02G220300,1,0,1,1
TraesCS1A02G334100,1,0,1,1
TraesCS2A02G591200,1,0,1,1
TraesCS2B02G118000,1,0,1,1
TraesCS2B02G249200,1,0,1,1
TraesCS3A02G532000,1,0,1,1
TraesCS5A02G251800,1,0,1,1
TraesCS5B02G249800,1,0,1,1
TraesCS5D02G259700,1,0,1,1
TraesCS6A02G287700,1,0,1,1
TraesCS6B02G270100,1,0,1,1
TraesCS6B02G317100,1,0,1,1
TraesCS6D02G236700,1,0,1,1
TraesCS6D02G268400,1,0,1,1
TraesCS1A02G097300,1,0,1,1
TraesCS2A02G561400,1,0,1,1
TraesCS2D02G386100,1,0,1,1
TraesCS3A02G274900,1,0,1,1
TraesCS3D02G274600,1,0,1,1
TraesCS3D02G544000,1,0,1,1
TraesCS4A02G364700,1,0,1,1
TraesCS5B02G508800,1,0,1,1
TraesCS5D02G508800,1,0,1,1
TraesCS6D02G221600,1,0,1,1
TraesCS4B02G245900,2,1,1,1
TraesCS5A02G371500,1,0,1,1
TraesCS1A02G445600,1,0,1,1
TraesCS1B02G444500,1,0,1,1
TraesCS1D02G453900,1,0,1,1
TraesCS2A02G102300,2,1,1,1
TraesCS2A02G199900,1,0,1,1
TraesCS2B02G227500,1,0,1,1
TraesCS2D02G207800,1,0,1,1
TraesCS3A02G178700,1,0,1,1
TraesCS3A02G246800,1,0,1,1
TraesCS3A02G423200,1,0,1,1
TraesCS3B02G205900,1,0,1,1
TraesCS3B02G272500,1,0,1,1
TraesCS3B02G458800,1,0,1,1
TraesCS3D02G244700,1,0,1,1
TraesCS3D02G418400,1,0,1,1
TraesCS4B02G037000,1,0,1,1
TraesCS4D02G034300,1,0,1,1
TraesCS4D02G222000,1,0,1,1
TraesCS5A02G488700,1,0,1,1
TraesCS5B02G142300,1,0,1,1
TraesCS5D02G431900,1,0,1,1
TraesCS6B02G310500,1,0,1,1
TraesCS7A02G228200,1,0,1,1
TraesCS7A02G402300,1,0,1,1
TraesCS7D02G226400,1,0,1,1
TraesCS2A02G163000,1,0,1,1
TraesCS2A02G283800,1,0,1,1
TraesCS2B02G300800,1,0,1,1
TraesCS2D02G282800,1,0,1,1
TraesCS3A02G433300,1,0,1,1
TraesCS4B02G306300,1,0,1,1
TraesCS1B02G442000,1,0,1,1
TraesCS1D02G287500,1,0,1,1
TraesCS3A02G352900,1,0,1,1
TraesCS3B02G385600,1,0,1,1
TraesCS3D02G347000,1,0,1,1
TraesCS7D02G216800,3,2,1,1
TraesCS5A02G043300,1,0,1,1
TraesCS5B02G047100,1,0,1,1
TraesCS5D02G052200,1,0,1,1
TraesCS6D02G315300,3,2,1,1
TraesCS1D02G310200,1,0,1,1
TraesCS6A02G157900,1,0,1,1
TraesCS1A02G327100,1,0,1,1
TraesCS1D02G329200,1,0,1,1
TraesCS3D02G297000,1,0,1,1
TraesCS1A02G262400,1,0,1,1
TraesCS2A02G297400,1,0,1,1
TraesCS4A02G036000,1,0,1,1
TraesCS4D02G268100,1,0,1,1
TraesCS6B02G233700,1,0,1,1
TraesCS2A02G099900,1,0,1,1
TraesCS4B02G175100,1,0,1,1
TraesCS3A02G461400,1,0,1,1
TraesCS4B02G320500,1,0,1,1
TraesCS5B02G452800,1,0,1,1
TraesCS7A02G257400,1,0,1,1
TraesCS1A02G258400,1,0,1,1
TraesCS2B02G277300,1,0,1,1
TraesCS2D02G259200,1,0,1,1
TraesCS3A02G361800,1,0,1,1
TraesCS3B02G394200,1,0,1,1
TraesCS6A02G007300,1,0,1,1
TraesCS6B02G012800,1,0,1,1
TraesCS4D02G163600,1,0,1,1
TraesCS6A02G329300,1,0,1,1
TraesCS6D02G308200,1,0,1,1
TraesCS2A02G214400,1,0,1,1
TraesCS2B02G217500,1,0,1,1
TraesCS3A02G360300,1,0,1,1
TraesCS3D02G220100,1,0,1,1
TraesCS4A02G039000,1,0,1,1
TraesCS4A02G176200,1,0,1,1
TraesCS4A02G176400,1,0,1,1
TraesCS4A02G271000,1,0,1,1
TraesCS4B02G141300,1,0,1,1
TraesCS4B02G266700,1,0,1,1
TraesCS4D02G127800,2,1,1,1
TraesCS4D02G136300,1,0,1,1
TraesCS4D02G266400,1,0,1,1
TraesCS4D02G360200,1,0,1,1
TraesCS5A02G080300,1,0,1,1
TraesCS5A02G481300,1,0,1,1
TraesCS5B02G326400,1,0,1,1
TraesCS5B02G417000,1,0,1,1
TraesCS5B02G494500,1,0,1,1
TraesCS5D02G092000,1,0,1,1
TraesCS7A02G014200,1,0,1,1
TraesCS2A02G238700,1,0,1,1
TraesCS2D02G435200,1,0,1,1
TraesCS7A02G165600,1,0,1,1
TraesCS5A02G375800,1,0,1,1
TraesCS5B02G378000,1,0,1,1
TraesCS5D02G385300,1,0,1,1
TraesCS1B02G351300,1,0,1,1
TraesCS1D02G341000,1,0,1,1
TraesCS2A02G305400,2,1,1,1
TraesCS2D02G303900,2,1,1,1
TraesCS5B02G225700,2,1,1,1
TraesCS1A02G219200,1,0,1,1
TraesCS1B02G232700,2,1,1,1
TraesCS4B02G305300,2,1,1,1
TraesCS5A02G316800,1,0,1,1
TraesCS5B02G317400,1,0,1,1
TraesCS5D02G235300,1,0,1,1
TraesCS2A02G401200,1,0,1,1
TraesCS5D02G320600,1,0,1,1
TraesCS2B02G419600,1,0,1,1
TraesCS2D02G087400,1,0,1,1
TraesCS3B02G438900,1,0,1,1
TraesCS3D02G280600,1,0,1,1
TraesCS3D02G289000,1,0,1,1
TraesCS4B02G239700,1,0,1,1
TraesCS4D02G239600,1,0,1,1
TraesCS5A02G383800,1,0,1,1
TraesCS5D02G553300,1,0,1,1
TraesCS6D02G083800,1,0,1,1
TraesCS6A02G017400,1,0,1,1
TraesCS3A02G434900,1,0,1,1
TraesCS4A02G058900,1,0,1,1
TraesCS1A02G264300,1,0,1,1
TraesCS1B02G144800,1,0,1,1
TraesCS1B02G273300,1,0,1,1
TraesCS1D02G127700,1,0,1,1
TraesCS1D02G262700,1,0,1,1
TraesCS2D02G181400,1,0,1,1
TraesCS4B02G245700,1,0,1,1
TraesCS4D02G341700,1,0,1,1
TraesCS5A02G117500,1,0,1,1
TraesCS5A02G286800,1,0,1,1
TraesCS5A02G391800,1,0,1,1
TraesCS5A02G515500,1,0,1,1
TraesCS5B02G286100,1,0,1,1
TraesCS5D02G294500,1,0,1,1
TraesCS6A02G259000,1,0,1,1
TraesCS6B02G286400,1,0,1,1
TraesCS6D02G014600,1,0,1,1
TraesCS6D02G293200,1,0,1,1
TraesCS7A02G260600,1,0,1,1
TraesCS7B02G158600,1,0,1,1
TraesCS7D02G261600,1,0,1,1
TraesCS1A02G251800,1,0,1,1
TraesCS1B02G399400,1,0,1,1
TraesCS1D02G068000,1,0,1,1
TraesCS1D02G251800,1,0,1,1
TraesCS1D02G323800,1,0,1,1
TraesCS2B02G122000,1,0,1,1
TraesCS2B02G514500,1,0,1,1
TraesCS3A02G073600,1,0,1,1
TraesCS3B02G518100,1,0,1,1
TraesCS4A02G390500,1,0,1,1
TraesCS4D02G079700,1,0,1,1
TraesCS4D02G100800,1,0,1,1
TraesCS4D02G278100,1,0,1,1
TraesCS5B02G365700,1,0,1,1
TraesCS6A02G066800,1,0,1,1
TraesCS6A02G304600,1,0,1,1
TraesCS6B02G023600,1,0,1,1
TraesCS6B02G024000,1,0,1,1
TraesCS6B02G024400,1,0,1,1
TraesCS6B02G024800,1,0,1,1
TraesCS6B02G025100,1,0,1,1
TraesCS6B02G025700,1,0,1,1
TraesCS6B02G025800,1,0,1,1
TraesCS6B02G027700,1,0,1,1
TraesCS6B02G028000,1,0,1,1
TraesCS6B02G029100,1,0,1,1
TraesCS6B02G037100,1,0,1,1
TraesCS6B02G045400,1,0,1,1
TraesCS6B02G052800,1,0,1,1
TraesCS6B02G059600,1,0,1,1
TraesCS6B02G077200,1,0,1,1
TraesCS6B02G078100,1,0,1,1
TraesCS6B02G219200,1,0,1,1
TraesCS6B02G244200,1,0,1,1
TraesCS6B02G297700,1,0,1,1
TraesCS6B02G395400,1,0,1,1
TraesCS6D02G019700,1,0,1,1
TraesCS6D02G020800,1,0,1,1
TraesCS6D02G034900,1,0,1,1
TraesCS6D02G037000,1,0,1,1
TraesCS6D02G043300,1,0,1,1
TraesCS6D02G067800,1,0,1,1
TraesCS6D02G283900,1,0,1,1
TraesCS7A02G183200,1,0,1,1
TraesCS7B02G087800,1,0,1,1
TraesCS7B02G087900,1,0,1,1
TraesCS7B02G088500,1,0,1,1
TraesCS7B02G144700,1,0,1,1
TraesCS7B02G362000,1,0,1,1
TraesCS3A02G105800,1,0,1,1
TraesCS7A02G017600,1,0,1,1
TraesCS7A02G553800,1,0,1,1
TraesCS1A02G129300,1,0,1,1
TraesCS1A02G420500,1,0,1,1
TraesCS1B02G287700,1,0,1,1
TraesCS1B02G293300,1,0,1,1
TraesCS1D02G308600,1,0,1,1
TraesCS2A02G152700,1,0,1,1
TraesCS2A02G370300,1,0,1,1
TraesCS2A02G370400,1,0,1,1
TraesCS2A02G381900,1,0,1,1
TraesCS2A02G456600,2,1,1,1
TraesCS2B02G183100,1,0,1,1
TraesCS2B02G184500,1,0,1,1
TraesCS2D02G378400,1,0,1,1
TraesCS3A02G211500,1,0,1,1
TraesCS3A02G336500,1,0,1,1
TraesCS3A02G375500,2,1,1,1
TraesCS3A02G384400,1,0,1,1
TraesCS3B02G391900,1,0,1,1
TraesCS3D02G107800,1,0,1,1
TraesCS3D02G109800,1,0,1,1
TraesCS3D02G214200,1,0,1,1
TraesCS3D02G329400,1,0,1,1
TraesCS3D02G353500,1,0,1,1
TraesCS4A02G131700,1,0,1,1
TraesCS4A02G261600,1,0,1,1
TraesCS4A02G452600,1,0,1,1
TraesCS4B02G053000,1,0,1,1
TraesCS4B02G172900,1,0,1,1
TraesCS4D02G053300,1,0,1,1
TraesCS4D02G175000,1,0,1,1
TraesCS5A02G005500,1,0,1,1
TraesCS5B02G330100,1,0,1,1
TraesCS5B02G377500,1,0,1,1
TraesCS5D02G048400,1,0,1,1
TraesCS5D02G128200,2,1,1,1
TraesCS5D02G183000,1,0,1,1
TraesCS6A02G198000,1,0,1,1
TraesCS6A02G261100,1,0,1,1
